Stationscode;Datum;Uhrzeit;Feinstaub;Ozon;Stickstoffdioxid;Luftqualitätsindex;Temperatur-mean;Temperatur-min;Temperatur-max;Niederschlag;Schneefall;Windrichtung;Windgeschwindigkeit;Spitzenwindboe;Luftdruck;Sonnenminuten
DENW211;07.01.2021;22:00;20.0;;27.0;gut;1.8;0.8;2.4;9.0;0;253.4;13.1;36.0;1013.3;0
DENW211;07.01.2021;23:00;20.0;;26.0;gut;1.8;0.8;2.4;9.0;0;253.4;13.1;36.0;1013.3;0
DENW211;08.01.2021;24:00;20.0;;21.0;gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;01:00;20.0;;19.0;sehr gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;02:00;20.0;;15.0;sehr gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;03:00;20.0;;16.0;sehr gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;04:00;19.0;;18.0;sehr gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;05:00;18.0;;22.0;gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;06:00;17.0;;25.0;gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;07:00;16.0;;37.0;gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;08:00;15.0;;47.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;09:00;14.0;;49.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;10:00;13.0;;45.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;11:00;12.0;;42.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;12:00;12.0;;41.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;13:00;12.0;;35.0;gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;14:00;12.0;;37.0;gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;15:00;12.0;;44.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;16:00;12.0;;44.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;17:00;12.0;;;sehr gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;18:00;12.0;;42.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;19:00;13.0;;43.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;20:00;13.0;;33.0;gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;21:00;13.0;;38.0;gut;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;22:00;13.0;;41.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;08.01.2021;23:00;13.0;;41.0;mäßig;1.5;-0.5;2.5;1.0;40;304.9;10.4;36.0;1015.3;0
DENW211;09.01.2021;24:00;13.0;;40.0;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;01:00;13.0;;35.0;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;02:00;13.0;;34.0;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;03:00;13.0;;31.0;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;04:00;13.0;;32.0;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;05:00;14.0;;34.0;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;06:00;14.0;;37.0;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;07:00;15.0;;38.0;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;08:00;16.0;;34.0;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;09:00;16.0;;44.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;10:00;17.0;;43.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;11:00;18.0;;43.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;12:00;20.0;;44.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;13:00;21.0;;44.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;14:00;23.0;;44.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;15:00;24.0;;45.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;16:00;25.0;;48.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;17:00;26.0;;52.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;18:00;26.0;;;gut;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;19:00;26.0;;45.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;20:00;27.0;;44.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;21:00;28.0;;44.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;22:00;28.0;;46.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;09.01.2021;23:00;29.0;;45.0;mäßig;1.3;0.0;2.0;1.4;50;288.3;6.2;13.0;1023.6;0
DENW211;10.01.2021;24:00;29.0;;47.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;01:00;30.0;;46.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;02:00;31.0;;48.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;03:00;31.0;;44.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;04:00;32.0;;46.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;05:00;33.0;;51.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;06:00;34.0;;53.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;07:00;35.0;;50.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;08:00;35.0;;52.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;09:00;36.0;;52.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;10:00;36.0;;49.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;11:00;36.0;;47.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;12:00;35.0;;46.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;13:00;35.0;;46.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;14:00;35.0;;48.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;15:00;34.0;;49.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;16:00;34.0;;48.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;17:00;34.0;;57.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;18:00;34.0;;54.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;19:00;34.0;;;gut;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;20:00;34.0;;54.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;21:00;35.0;;51.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;22:00;35.0;;46.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;10.01.2021;23:00;35.0;;44.0;mäßig;1.6;0.1;3.6;0.0;30;237.7;4.7;22.0;1025.3;0
DENW211;11.01.2021;24:00;35.0;;43.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;01:00;34.0;;43.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;02:00;34.0;;41.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;03:00;33.0;;41.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;04:00;32.0;;43.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;05:00;30.0;;42.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;06:00;29.0;;43.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;07:00;28.0;;50.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;08:00;26.0;;50.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;09:00;25.0;;55.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;10:00;24.0;;53.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;11:00;23.0;;49.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;12:00;22.0;;46.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;13:00;20.0;;42.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;14:00;19.0;;36.0;gut;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;15:00;18.0;;35.0;gut;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;16:00;17.0;;47.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;17:00;16.0;;51.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;18:00;16.0;;43.0;mäßig;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;19:00;15.0;;31.0;gut;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;20:00;14.0;;;sehr gut;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;21:00;13.0;;33.0;gut;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;22:00;12.0;;32.0;gut;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;11.01.2021;23:00;11.0;;20.0;sehr gut;1.9;-0.7;5.2;3.0;30;198.0;11.1;57.0;1020.3;9
DENW211;12.01.2021;24:00;11.0;;24.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;01:00;11.0;;26.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;02:00;10.0;;23.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;03:00;10.0;;9.0;sehr gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;04:00;10.0;;13.0;sehr gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;05:00;9.0;;19.0;sehr gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;06:00;9.0;;29.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;07:00;8.0;;42.0;mäßig;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;08:00;8.0;;40.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;09:00;8.0;;42.0;mäßig;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;10:00;7.0;;35.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;11:00;7.0;;40.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;12:00;7.0;;40.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;13:00;7.0;;32.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;14:00;7.0;;41.0;mäßig;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;15:00;6.0;;37.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;16:00;6.0;;25.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;17:00;5.0;;48.0;mäßig;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;18:00;5.0;;52.0;mäßig;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;19:00;5.0;;42.0;mäßig;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;20:00;5.0;;28.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;21:00;5.0;;;sehr gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;22:00;6.0;;34.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;12.01.2021;23:00;6.0;;38.0;gut;5.1;1.1;7.4;4.2;0;272.4;20.0;68.0;1009.7;0
DENW211;13.01.2021;24:00;6.0;;35.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;01:00;7.0;;22.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;02:00;7.0;;25.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;03:00;8.0;;29.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;04:00;9.0;;26.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;05:00;10.0;;31.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;06:00;11.0;;31.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;07:00;12.0;;42.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;08:00;14.0;;53.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;09:00;15.0;;52.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;10:00;16.0;;49.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;11:00;17.0;;41.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;12:00;18.0;;34.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;13:00;20.0;;40.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;14:00;21.0;;41.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;15:00;22.0;;32.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;16:00;23.0;;42.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;17:00;23.0;;50.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;18:00;24.0;;57.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;19:00;25.0;;48.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;20:00;25.0;;40.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;21:00;26.0;;41.0;mäßig;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;22:00;27.0;;;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;13.01.2021;23:00;27.0;;40.0;gut;3.1;0.9;5.1;0.0;0;270.7;17.0;53.0;1016.4;24
DENW211;14.01.2021;24:00;27.0;;33.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;01:00;27.0;;30.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;02:00;27.0;;25.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;03:00;26.0;;19.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;04:00;26.0;;19.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;05:00;25.0;;22.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;06:00;24.0;;37.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;07:00;23.0;;48.0;mäßig;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;08:00;22.0;;55.0;mäßig;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;09:00;22.0;;65.0;mäßig;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;10:00;21.0;;66.0;mäßig;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;11:00;20.0;;51.0;mäßig;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;12:00;19.0;;31.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;13:00;19.0;;33.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;14:00;18.0;;30.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;15:00;18.0;;39.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;16:00;18.0;;45.0;mäßig;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;17:00;17.0;;39.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;18:00;17.0;;52.0;mäßig;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;19:00;16.0;;47.0;mäßig;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;20:00;16.0;;36.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;21:00;15.0;;26.0;gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;22:00;14.0;;18.0;sehr gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;14.01.2021;23:00;13.0;;;sehr gut;2.1;-0.2;3.8;0.0;0;46.4;11.0;34.0;1019.0;4
DENW211;15.01.2021;24:00;13.0;;19.0;sehr gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;01:00;12.0;;18.0;sehr gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;02:00;12.0;;18.0;sehr gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;03:00;12.0;;39.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;04:00;12.0;;39.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;05:00;12.0;;28.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;06:00;12.0;;37.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;07:00;13.0;;45.0;mäßig;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;08:00;13.0;;51.0;mäßig;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;09:00;13.0;;46.0;mäßig;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;10:00;13.0;;39.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;11:00;14.0;;30.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;12:00;14.0;;34.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;13:00;15.0;;32.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;14:00;16.0;;37.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;15:00;17.0;;34.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;16:00;16.0;;37.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;17:00;16.0;;37.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;18:00;17.0;;48.0;mäßig;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;19:00;17.0;;46.0;mäßig;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;20:00;17.0;;34.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;21:00;17.0;;27.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;22:00;17.0;;29.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;15.01.2021;23:00;17.0;;35.0;gut;1.3;-1.0;3.1;0.0;0;6.8;10.6;37.0;1026.4;48
DENW211;16.01.2021;24:00;16.0;;;sehr gut;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;01:00;16.0;;35.0;gut;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;02:00;16.0;;35.0;gut;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;03:00;16.0;;41.0;mäßig;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;04:00;16.0;;41.0;mäßig;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;05:00;17.0;;32.0;gut;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;06:00;17.0;;41.0;mäßig;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;07:00;16.0;;45.0;mäßig;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;08:00;16.0;;44.0;mäßig;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;09:00;16.0;;44.0;mäßig;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;10:00;17.0;;40.0;gut;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;11:00;17.0;;38.0;gut;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;12:00;18.0;;38.0;gut;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
DENW211;16.01.2021;13:00;18.0;;34.0;gut;0.5;-1.1;2.1;1.7;0;192.4;8.7;34.0;1025.4;0
