Stationscode;Datum;Datum-Uhrzeit;Feinstaub;Ozon;NO2;LuftQualiIndex;tavg;tmin;tmax;prcp;snow;wdir;wspd;wpgt;pres;tsun
DENW211;30.01.2021;30.01.2021 07:00;10;-;24;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 08:00;10;-;22;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 09:00;10;-;17;sehr gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 10:00;11;-;17;sehr gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 11:00;11;-;17;sehr gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 12:00;11;-;18;sehr gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 13:00;11;-;21;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 14:00;11;-;25;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 15:00;11;-;22;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 16:00;11;-;24;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 17:00;11;-;-;sehr gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 18:00;11;-;31;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 19:00;11;-;35;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 20:00;11;-;27;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 21:00;11;-;22;gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 22:00;10;-;20;sehr gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;30.01.2021;30.01.2021 23:00;10;-;20;sehr gut;3,2;1,3;7,6;0;0;55,2;13,7;48;1001,3;0
DENW211;31.01.2021;30.01.2021 24:00;10;-;15;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 01:00;10;-;12;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 02:00;10;-;13;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 03:00;10;-;12;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 04:00;10;-;10;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 05:00;10;-;9;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 06:00;10;-;13;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 07:00;10;-;19;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 08:00;10;-;24;gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 09:00;10;-;20;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 10:00;9;-;20;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 11:00;9;-;18;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 12:00;9;-;13;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 13:00;9;-;21;gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 14:00;9;-;21;gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 15:00;9;-;17;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 16:00;9;-;13;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 17:00;10;-;19;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 18:00;10;-;-;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 19:00;10;-;21;gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 20:00;11;-;21;gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 21:00;11;-;17;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 22:00;11;-;15;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;31.01.2021;31.01.2021 23:00;11;-;15;sehr gut;1;-1,6;3,4;0,3;0;108;11,9;42;1001,7;237
DENW211;01.02.2021;31.01.2021 24:00;12;-;15;sehr gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 01:00;12;-;12;sehr gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 02:00;12;-;11;sehr gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 03:00;12;-;11;sehr gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 04:00;12;-;12;sehr gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 05:00;12;-;14;sehr gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 06:00;12;-;19;sehr gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 07:00;12;-;29;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 08:00;12;-;36;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 09:00;12;-;38;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 10:00;12;-;40;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 11:00;12;-;29;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 12:00;12;-;30;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 13:00;12;-;28;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 14:00;12;-;33;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 15:00;12;-;42;m‰ﬂig;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 16:00;13;-;55;m‰ﬂig;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 17:00;13;-;51;m‰ﬂig;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 18:00;13;-;39;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 19:00;13;-;-;sehr gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 20:00;12;-;32;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 21:00;12;-;39;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 22:00;12;-;33;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;01.02.2021;01.02.2021 23:00;12;-;33;gut;3,7;2;5,4;0,7;0;157,2;12,2;33;994,8;0
DENW211;02.02.2021;01.02.2021 24:00;12;-;35;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 01:00;12;-;36;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 02:00;12;-;36;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 03:00;12;-;31;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 04:00;12;-;32;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 05:00;12;-;27;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 06:00;12;-;28;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 07:00;12;-;36;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 08:00;11;-;52;m‰ﬂig;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 09:00;11;-;51;m‰ﬂig;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 10:00;11;-;40;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 11:00;12;-;36;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 12:00;12;-;30;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 13:00;11;-;33;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 14:00;12;-;48;m‰ﬂig;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 15:00;11;-;50;m‰ﬂig;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 16:00;11;-;58;m‰ﬂig;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 17:00;11;-;57;m‰ﬂig;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 18:00;11;-;46;m‰ﬂig;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 19:00;11;-;46;m‰ﬂig;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 20:00;11;-;-;sehr gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 21:00;10;-;36;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 22:00;10;-;30;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;02.02.2021;02.02.2021 23:00;10;-;31;gut;6,8;3,4;10,9;3,9;0;196,1;12;51;1001,5;0
DENW211;03.02.2021;02.02.2021 24:00;10;-;24;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 01:00;10;-;13;sehr gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 02:00;10;-;17;sehr gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 03:00;10;-;18;sehr gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 04:00;10;-;26;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 05:00;10;-;24;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 06:00;10;-;39;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 07:00;10;-;54;m‰ﬂig;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 08:00;10;-;51;m‰ﬂig;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 09:00;10;-;64;m‰ﬂig;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 10:00;10;-;75;m‰ﬂig;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 11:00;10;-;61;m‰ﬂig;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 12:00;10;-;47;m‰ﬂig;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 13:00;10;-;35;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 14:00;9;-;35;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 15:00;9;-;32;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 16:00;9;-;36;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 17:00;9;-;39;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 18:00;10;-;53;m‰ﬂig;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 19:00;10;-;70;m‰ﬂig;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 20:00;10;-;46;m‰ﬂig;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 21:00;9;-;-;sehr gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 22:00;9;-;29;gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;03.02.2021;03.02.2021 23:00;9;-;12;sehr gut;9,8;7,6;13,1;13,3;0;204,1;15,1;59;998,8;40
DENW211;04.02.2021;03.02.2021 24:00;9;-;12;sehr gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 01:00;9;-;9;sehr gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 02:00;9;-;10;sehr gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 03:00;9;-;9;sehr gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 04:00;9;-;9;sehr gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 05:00;9;-;10;sehr gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 06:00;10;-;21;gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 07:00;10;-;46;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 08:00;10;-;67;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 09:00;10;-;68;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 10:00;10;-;57;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 11:00;10;-;43;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 12:00;11;-;39;gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 13:00;12;-;39;gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 14:00;13;-;35;gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 15:00;14;-;33;gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 16:00;14;-;48;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 17:00;14;-;48;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 18:00;15;-;81;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 19:00;15;-;76;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 20:00;15;-;53;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 21:00;16;-;44;m‰ﬂig;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 22:00;16;-;-;sehr gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;04.02.2021;04.02.2021 23:00;17;-;28;gut;8,2;5,4;10,8;0;0;215,4;13,4;50;1012,4;410
DENW211;05.02.2021;04.02.2021 24:00;17;-;30;gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 01:00;17;-;17;sehr gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 02:00;17;-;18;sehr gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 03:00;17;-;20;sehr gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 04:00;17;-;13;sehr gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 05:00;17;-;21;gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 06:00;17;-;33;gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 07:00;17;-;41;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 08:00;17;-;50;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 09:00;17;-;46;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 10:00;17;-;41;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 11:00;17;-;48;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 12:00;17;-;44;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 13:00;16;-;41;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 14:00;16;-;42;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 15:00;16;-;39;gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 16:00;17;-;52;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 17:00;17;-;54;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 18:00;17;-;61;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 19:00;17;-;60;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 20:00;17;-;48;m‰ﬂig;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 21:00;17;-;40;gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 22:00;17;-;37;gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;05.02.2021;05.02.2021 23:00;17;-;-;sehr gut;8,6;7,1;11,2;0,2;0;136,7;11,2;39;1011,9;31
DENW211;06.02.2021;05.02.2021 24:00;18;-;37;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 01:00;18;-;29;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 02:00;18;-;30;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 03:00;18;-;21;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 04:00;19;-;14;sehr gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 05:00;19;-;20;sehr gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 06:00;19;-;24;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 07:00;18;-;28;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 08:00;18;-;24;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 09:00;18;-;26;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 10:00;17;-;28;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 11:00;17;-;26;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 12:00;16;-;25;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 13:00;15;-;22;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 14:00;14;-;19;sehr gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 15:00;13;-;21;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 16:00;12;-;19;sehr gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 17:00;11;-;23;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 18:00;11;-;19;sehr gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 19:00;10;-;18;sehr gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 20:00;9;-;22;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 21:00;9;-;21;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 22:00;9;-;21;gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;06.02.2021;06.02.2021 23:00;9;-;16;sehr gut;5,9;2,3;7,6;18,5;0;103,8;14,3;54;1008,3;0
DENW211;07.02.2021;06.02.2021 24:00;9;-;-;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 01:00;8;-;15;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 02:00;8;-;13;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 03:00;8;-;10;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 04:00;7;-;9;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 05:00;7;-;9;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 06:00;7;-;11;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 07:00;7;-;11;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 08:00;7;-;10;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 09:00;8;-;10;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 10:00;8;-;12;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 11:00;8;-;13;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 12:00;8;-;14;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 13:00;8;-;15;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 14:00;9;-;17;sehr gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 15:00;9;-;22;gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 16:00;9;-;21;gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 17:00;10;-;27;gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
DENW211;07.02.2021;07.02.2021 18:00;10;-;23;gut;0,9;-1,2;2,4;3,9;0;99,9;15,9;50;998,1;0
